id,name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1lzPuFTKQyTdHVop7FUWzt,Soulfunk Nr. 1,Tok Tok Tok,0.623,0.245,7,-12.705,1,0.8290000000000001,0.88,0.000658,0.209,0.626,72.17399999999998,5.0
1T8ZU6S1VIbJGCx9eDhnV3,24 Hour Party Zone,Hunter Revenge,0.95,0.477,10,-6.606,1,0.0856,0.00468,0.00196,0.0419,0.8370000000000001,120.555,4.0
2dDOjTzZPXKJaCYDdQW5kC,We Can't Stop!,Hunter Revenge,0.8109999999999999,0.67,5,-4.923,1,0.0477,0.149,2.29e-05,0.259,0.843,143.505,4.0
1f8LfVhKC2eMeuedLXQeQi,Birth,Body,0.435,0.46,4,-14.304,0,0.0323,0.26,0.861,0.0953,0.313,111.44,4.0
2Q3dtfeudGuis2bGksCtwc,What the Angels Know,Darci Monet,0.405,0.621,4,-7.947,1,0.0493,0.281,4.97e-06,0.0772,0.4039999999999999,175.856,4.0
210rerErf7kGK5cwhD2Qwt,You Bring Me Peace,Kim Baker,0.589,0.288,7,-16.84,1,0.0336,0.395,0.00265,0.184,0.2019999999999999,113.962,4.0
7JkhlZAcoGYBpGaqwWVXks,Encircled By Angels,Kim Baker,0.271,0.129,4,-19.16,1,0.0344,0.868,0.0315,0.132,0.248,208.596,3.0
7v8ORDQxxDQBrLz6OUosH2,"Keyboard Sonata No. 12 in A Major, Hob.XVI:12: II. Trio (Bavouzet's version)","Franz Joseph Haydn', 'Jean-Efflam Bavouzet",0.327,0.00328,9,-42.854,0,0.0454,0.994,0.936,0.0519,0.375,68.251,4.0
65iupn2Nz8DYU4VRk0WpVh,Resuscitation,Sheryl Crow,0.723,0.58,2,-7.806,1,0.0305,0.421,0.0,0.29,0.614,95.597,4.0
51theUOdXsoQ16Nf3xPLSf,Sphinx,Sunrise,0.795,0.534,10,-16.412,1,0.0312,0.0232,0.00483,0.0779,0.948,130.24,4.0
16ULs0PFTt4HRAem8DoIup,Decide,Kim Garrison,0.23,0.252,0,-13.888,1,0.0325,0.56,1.86e-05,0.0969,0.0738,182.182,4.0
5y4ZDo0nz5H0GnaeSJUwQu,Love Me or Leave Me - Single Version,Lena Horne,0.675,0.0681,0,-16.319000000000006,0,0.073,0.8690000000000001,1.31e-05,0.131,0.3939999999999999,91.738,4.0
3mctWC8gCODCEIHGTF6zah,Interstellar,Darkfold,0.424,0.624,9,-9.271,1,0.0404,0.0229,0.906,0.275,0.6729999999999999,109.508,4.0
1RUn7h8iaiyjdQ5YCxY9rY,A Walk on a Broken Road,Excalion,0.472,0.564,4,-5.563,0,0.0267,0.484,8.45e-06,0.376,0.363,100.041,4.0
6uxssKhFiVTpJalDLVnwL1,(Sin) Synthetic,Mad Essence,0.39,0.948,1,-3.268,1,0.256,0.0777,0.0,0.0339,0.4029999999999999,123.596,5.0
5AVlcGLq37GpOouqXRbowb,Œuillades,Sabri Moudallal,0.337,0.326,5,-11.046,1,0.0369,0.7340000000000001,2.32e-06,0.4639999999999999,0.506,150.799,4.0
57uLp998dewGXpl8Rf49Nb,Interlude instrumental,Sabri Moudallal,0.664,0.6509999999999999,3,-12.912,1,0.0521,0.31,0.391,0.288,0.867,128.901,4.0
1anBzc80RK7pjfmj6WBE3H,Moment,Reyna Larson,0.706,0.521,11,-8.746,0,0.0281,0.0927,5.97e-06,0.121,0.405,108.255,4.0
6TK8aJ02s127C4Nr7oEGIx,Squeezebox,Reyna Larson,0.4370000000000001,0.0423,0,-12.973,1,0.0397,0.924,4.04e-06,0.108,0.325,132.142,3.0
5WMnTeMNmzOPEuY0kMPHsY,Woman as Salvation (Live from Soiled Dove),Jackopierce,0.49,0.353,7,-12.089,1,0.034,0.518,1.3e-06,0.698,0.322,165.39,4.0
7wAoQlkOF51gqJU1o7Ejiz,Still Awake (Live from Soiled Dove),Jackopierce,0.4,0.0173,2,-30.073,1,0.0474,0.78,5.429999999999999e-05,0.363,0.742,140.635,5.0
4JPP9U2AuO3GH6Y4YUTbLH,The Story Is Still The Same - Seo's D&B Mix,Margaret McClure,0.547,0.7609999999999999,5,-7.881,0,0.0391,0.0621,0.899,0.114,0.318,179.991,4.0
2YyrDNAu1PWdQsgZJiGdYa,"4 Madrigales amatorios: No. 4. De los alamos vengo, madre (I come from the poplars, Mother)","Joaquín Rodrigo', 'Raquel Lojendio', 'Asturias Symphony Orchestra', 'Maximiano Valdes",0.469,0.192,9,-20.59800000000001,1,0.0459,0.927,0.0354,0.2689999999999999,0.609,105.747,4.0
3oIFAA9NpKwizNFQPKGvsM,Terrible Things,April Smith and the Great Picture Show,0.648,0.556,9,-4.427,0,0.0657,0.0372,1.0800000000000003e-05,0.1669999999999999,0.861,167.886,4.0
1z0eUmNG0HZ4eNS003waPw,Knots,jeremy messersmith,0.487,0.917,7,-5.267,1,0.0376,0.0043,0.00157,0.0739,0.608,142.084,4.0
1A2gClaoofqIvLa5bbKm0A,Santa Rosa N.m.,Terence Martin,0.585,0.446,9,-15.736,1,0.0326,0.309,0.102,0.266,0.6920000000000001,127.866,4.0
5IPSy548qUXA777CRccEWa,Jetstream,Andrew & Noah VanNorstrand,0.628,0.75,4,-9.348,1,0.0309,0.5820000000000001,0.122,0.107,0.3829999999999999,122.006,4.0
2fmksbJnRIWfvQhW49oHW4,Human,Nicole Gordon,0.6920000000000001,0.578,0,-8.775,1,0.0388,0.177,0.0,0.114,0.3389999999999999,130.931,4.0
2GsVhqzNoxme8j0Uww8vCR,The Beginning of the Beginning of the End,Eric Metronome,0.479,0.175,5,-12.519,1,0.0308,0.7490000000000001,0.0,0.102,0.0962,84.29899999999998,4.0
5h5iM1eL0hugSLMqxFTm8y,Bound for Boone,Bill Leslie,0.368,0.249,7,-13.404000000000002,0,0.0419,0.899,0.916,0.0976,0.14,152.799,4.0
3CZ7Ma7aRtvvXFwffF6pHo,Go For Yourself,Kenny Smith,0.6990000000000001,0.7509999999999999,2,-5.237,1,0.037,0.103,0.109,0.1169999999999999,0.424,114.411,4.0
1TvxVHtrJUB2BzKTo87RIU,Learning To Row,The Raphaels,0.575,0.565,4,-6.497000000000001,0,0.0253,0.3929999999999999,0.0,0.126,0.5329999999999999,84.37700000000002,4.0
7GzPK6wN6QZTxzo3V9bMVe,Bassline,"D.J. Magic Mike', 'Techmaster P.E.B.",0.684,0.5720000000000001,1,-13.465,1,0.047,9.19e-05,0.867,0.104,0.188,113.713,4.0
5cUYUq7T3fE1SLdvOdfriW,Psycles,"Karl Hector', 'The Malcouns",0.564,0.919,5,-7.135,1,0.108,0.00532,0.451,0.8170000000000001,0.715,192.07,4.0
4FowQ83UoOcxM76dzbYlWy,American Way,Big Baby Ernie,0.727,0.5,9,-10.761,0,0.0316,0.1,0.000516,0.125,0.8390000000000001,100.876,4.0
6YPc0EbHJ7gckNVxlKezNS,All The Love In The World,The Outfield,0.599,0.7240000000000001,4,-7.763,1,0.0392,0.0181,0.0,0.109,0.6890000000000001,128.207,4.0
6N0AFQFQgQ4zegBXqnTL4s,Like the Sunshine,James R. Gray,0.6859999999999999,0.161,6,-12.835,0,0.236,0.5529999999999999,0.445,0.336,0.416,71.44,4.0
3rMGrpMQUFiuq9i3ljhXv1,Back to Baia,Gaudi,0.698,0.726,2,-9.045,1,0.0453,0.0741,0.514,0.0974,0.8029999999999999,96.002,4.0
7mqAd5dB4YvHf4bQt1D0DI,Sonata for 2 flutes in A Major: II. Allegro,"Alessandro Scarlatti', 'Rossignolo, Il', 'Ottaviano Tenerani",0.589,0.176,8,-19.108,1,0.0417,0.908,0.0016699999999999,0.105,0.6809999999999999,143.924,4.0
0MLAVoJOwWBIAwMCOizE4P,Dreaming of You,Slushii,0.456,0.92,7,-1.564,1,0.1689999999999999,0.0152,0.000164,0.045,0.484,164.858,4.0
2bYyxsvTxa55Jx3lRvmNz8,Weatherman,A Band Named Ashes,0.628,0.6709999999999999,7,-6.8820000000000014,1,0.0674,0.173,0.00216,0.211,0.713,98.012,4.0
3rhPRhGEy5Aa6BNsBeHUdh,"Fantasie-Sonate, Op. 168: III. Allegro molto","Joachim Raff', 'Tra Nguyen",0.303,0.195,2,-20.661,0,0.0351,0.991,0.885,0.109,0.148,140.606,3.0
60p0Zb07OGpLGcKgSMDtrP,Four Seasons of Buenos Aires: II. Verano Porteño,Devich Trio,0.171,0.12,7,-19.859,0,0.0444,0.933,0.745,0.0716,0.039,73.883,3.0
6Drch6y2A2aQ2EZfQtdC2S,Silence,"Dan Nichols', 'Eighteen",0.0,0.0,0,-60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07JhPVmLEAAT0GR6PebXol,Nothing Really Ever Happens Here,Rob Szabo,0.726,0.589,4,-7.471,1,0.0301,0.311,0.0,0.156,0.575,118.014,4.0
197ObPS1wJYZQzKueMmBVC,The Lord Reigns,Lydia Stanley,0.619,0.75,7,-9.813,1,0.0449,0.0301,0.0,0.951,0.235,136.989,4.0
0jiWMZLPQzXCaKsZWq7Eec,Political Sickness in D# Hijaz Kar,Echidna,0.41,0.936,11,-5.789,1,0.106,0.00331,0.00151,0.126,0.1889999999999999,110.016,4.0
6Ocw7r7utjqCUKhPVNYz8i,"Piano Concerto No. 2 In C Minor, Op. 18: I. Moderato","Sergei Rachmaninoff', 'Polish National Radio Symphony Orchestra', 'Bernd Glemser",0.236,0.0725,0,-23.131,0,0.0381,0.99,0.924,0.0533,0.0394,122.794,4.0
2JMLJnPOhWN6kvlTV9Kfvf,Threads: III. Chorus -,"Paul Lansky', 'Sō Percussion",0.639,0.5529999999999999,10,-18.94400000000001,0,0.0725,0.428,0.946,0.0767,0.389,107.853,5.0
56bDDg95oDvgU1e2WPQvOe,Big Meat Shakin' On the Bone,Toby Walker,0.486,0.772,0,-3.307,1,0.0381,0.621,2.05e-06,0.1119999999999999,0.677,132.709,4.0
60JBhHgCuROmobsaDIXD7W,September 12th Lullaby,Roadside Alibi,0.3939999999999999,0.168,3,-9.143,1,0.0301,0.833,0.0,0.141,0.237,81.503,4.0
1m2YFDHtD7PUs4ascTpEeZ,Express,Area,0.6779999999999999,0.379,2,-13.275,1,0.0341,0.0119,0.0153,0.0673,0.665,120.313,4.0
4JlFRxB2Bsxk6YZ5CTio0M,Point Of Know Return - Live in US 2017,Kansas,0.3720000000000001,0.8809999999999999,5,-4.4910000000000005,1,0.0988,0.0363,0.0247,0.932,0.483,137.453,4.0
1NXxKrJQBsHXRKSzFMtwVq,Amazing Grace,Canadian Brass,0.0813,0.0535,5,-18.231,1,0.0386,0.978,0.939,0.0921,0.0379,76.267,1.0
06PrPl8rjG05A14ESVb3fa,Something About You,Scott Morgan,0.561,0.8220000000000001,2,-6.263,1,0.0464,0.00018,0.00168,0.1369999999999999,0.687,125.8,4.0
7yCAlWlCyfDvTrePFj9eYp,Something - live recording,"Sleepdank', 'mac dre, mac mall, keak da sneak, san quinn, jt bigga figga, rbx, malika from p.diddys making the band pt.3, reek daddy, trecherous tic, dubee,",0.925,0.828,8,-6.379,1,0.292,0.0263,0.0,0.0824,0.731,105.433,4.0
5QjKxypwB6H7MluaBd96mg,Arizona Line,Ralph Stanley II,0.59,0.628,2,-8.554,1,0.0321,0.271,0.93,0.174,0.807,115.769,4.0
7qr2jRFhyDnIqYC3Bgo3ZO,We'll Play D&D,Hope Diamond,0.307,0.984,4,-2.418,0,0.171,0.0032,0.00308,0.0478,0.387,153.31,4.0
59qKXpPdSFCebunyL3LCGT,Heart Coming Home,Tomas Michaud,0.672,0.319,11,-19.101,0,0.0386,0.8220000000000001,0.855,0.0772,0.594,113.939,4.0
7d4FWKH9QptixW89JzIxm4,Room of a Million Rainbows - Mikael Delta's Electronized Mix,"The Timewriter', 'Mikael Delta",0.795,0.7829999999999999,10,-10.267,1,0.0718,0.00957,0.8540000000000001,0.0939,0.655,125.999,4.0
0YiOQAoINCck6VictVHrkw,Memorial Day Photograph,Larry Kaplan,0.522,0.1009999999999999,10,-13.706,1,0.0393,0.94,0.0035,0.0997,0.236,114.234,4.0
5oyZliw9U7R83K55JF8F2q,Untitled,Swirlies,0.603,0.5820000000000001,11,-19.802,1,0.136,0.711,0.254,0.18,0.89,110.509,3.0
2cblNGpt4CnOCwng550MPy,Treat Me Well,Heart,0.4029999999999999,0.107,2,-21.423,0,0.0301,0.201,0.000716,0.121,0.166,132.509,4.0
56B0tVEprFNhPPIZFTHKar,Good News,"Mat Callahan', 'Yvonne Moore",0.728,0.319,4,-8.493,1,0.0868,0.812,0.0,0.0963,0.529,98.455,4.0
5jKOMxNLgMVsPxlqf19v3M,All Systems Go,Mondo Generator,0.2789999999999999,0.983,0,-4.442,1,0.259,0.00486,0.0,0.605,0.156,164.553,4.0
2YlqISQpQN4UJ66zg35iBz,Uncle Ben Under the Winnebago,Midnight Syndicate,0.253,0.648,6,-13.209,0,0.0749,0.00664,0.645,0.419,0.0844,115.028,4.0
3ccLhP2qcIwCOtxP1W3Qnv,Río y no sé por que,Los Suaves,0.508,0.79,11,-9.479,0,0.0484,0.0121,0.0055899999999999,0.0836,0.562,93.239,4.0
1Kk3uXq4dTshfsuZoX1FSg,Pt. VI,Species Being,0.322,0.8270000000000001,5,-6.398,0,0.0848,0.196,0.0284,0.2789999999999999,0.297,77.417,4.0
3053DTgTlfpo84vK1UOLY4,the glazebucket,the graveblankets,0.4,0.8370000000000001,9,-7.61,1,0.0591,0.146,0.723,0.358,0.7879999999999999,142.638,4.0
1IcgYIWtfZ10nVR18nng3Q,The Beast,Zeller,0.575,0.921,1,-6.58,1,0.0527,0.00029,0.845,0.103,0.324,139.984,4.0
4ZZjz3vxjj6OMBBQZa9Dvd,Märchen und die Realität,Cowgirl ISA,0.24,0.4270000000000001,7,-7.652,1,0.037,0.873,2.06e-06,0.115,0.2789999999999999,76.503,5.0
5JDnYB7glQ3ebtFnnU0anY,When They Ring the Golden Bells,Heidi Talbot,0.461,0.294,1,-9.362,1,0.0293,0.848,0.000332,0.0924,0.286,118.616,3.0
2sQl4zifTBgQaPVkhvmWHF,The Slayer,Dragon Slayer,0.395,0.943,2,-6.311,1,0.0897,5.73e-05,0.00615,0.336,0.4970000000000001,113.262,4.0
6ojPgDBoR2ZI3HRks6q5mc,Man in the Dark,Dragon Slayer,0.3339999999999999,0.906,9,-6.39,0,0.0573,0.000504,0.519,0.193,0.501,144.077,4.0
1ZKMrCGJyXxyXiO683A8QG,Prinzen-Ouvertüre - Instrumental) (live,Die Prinzen,0.243,0.4320000000000001,4,-12.886,0,0.225,0.935,0.8859999999999999,0.8440000000000001,0.331,143.695,4.0
7CKo61OTyUCb8NboCBFTXh,Ich schenk dir die Welt - live,Die Prinzen,0.409,0.5710000000000001,6,-9.088,1,0.0575,0.654,0.0,0.693,0.602,129.137,4.0
4MbPrCxSkiwr3Q4yT1ikay,Throw Away That Shad Net (How Are We Gonna Save Tomorrow?),Pete Seeger,0.436,0.184,0,-18.35,1,0.179,0.92,0.0124,0.124,0.482,151.111,4.0
2KDFyRnYkqxcYUB13OPRd0,Hell Boner,The Emotron,0.564,0.934,9,-7.14,0,0.0591,0.00011,0.899,0.174,0.953,160.013,4.0
0RP7akjGjxVb6ZLU1b7yUd,Sacrament,Various Artists,0.462,0.64,7,-10.035,1,0.0559999999999999,0.721,0.911,0.1119999999999999,0.301,88.946,4.0
1K3FSBuMo8qUUpJvvQXqK9,Racism,P.I.D.,0.809,0.799,6,-12.243,0,0.21,0.0391,0.0,0.962,0.569,103.902,4.0
5RRx73R2UjWiNK4dE4K3Bn,"19 Norwegian Folksongs, Op. 66: Jeg gar i tusen tanker (I Wander Deep in Thought)","Edvard Grieg', 'Einar Steen-Nøkleberg",0.299,0.0267,4,-25.701,0,0.0415,0.994,0.902,0.113,0.0581,71.938,4.0
7GYHATP05tnT9rJN6D8cxY,"Die Jahreszeiten, Hob. XXI:3 ""Der Frühling"": No. 7, Erhört ist unser Flehn","Franz Joseph Haydn', 'Helen Donath', 'Orchester der Ludwigsburger Schlossfestspiele', 'Wolfgang Gönnenwein",0.262,0.0574,9,-24.591,1,0.0586,0.93,9.58e-05,0.12,0.0469,85.208,4.0
4jlXJ6tnn1vWmybzvKCuoY,"Die Jahreszeiten, Hob. XXI:3 ""Der Herbst"": No. 20, So lohnet die Natur den Fleiß","Franz Joseph Haydn', 'Kurt Widmer', 'Helen Donath', 'Adalbert Kraus', 'Orchester der Ludwigsburger Schlossfestspiele', 'Wolfgang Gönnenwein",0.191,0.177,0,-19.813,1,0.0423,0.976,0.00732,0.1369999999999999,0.147,81.05199999999998,4.0
2gu2FJfkzrHDSistA7O3bt,Archy & Mehitabel,Parlovr,0.35,0.984,7,-4.631,1,0.0645,0.0127,0.055,0.111,0.436,137.774,4.0
62OPnFEBIWhxGX9T7s9iRx,Wondaland,Janelle Monáe,0.6659999999999999,0.653,5,-8.736,1,0.0315,0.0191,0.0816,0.365,0.603,109.983,4.0
0aBwvxafwxHnJxNHJwltLG,"Goldberg Variations, BWV 988 (arr. J.V.A. Guillou): Variatio 8. a 2 Clav.","Johann Sebastian Bach', 'Jean Victor Arthur Guillou",0.34,0.293,4,-22.064,0,0.0434,0.826,0.967,0.292,0.966,36.184,4.0
3AHCTu90mDa2RmU7vqEerw,Home - Part I,Shaman's Harvest,0.45,0.3389999999999999,3,-13.262,0,0.0431,0.865,2.71e-05,0.153,0.0883,149.28799999999995,4.0
4nXdC4arhT2sZv6BE8yyyn,Forever is never now (flatty's Tune),Warren Jenks,0.3289999999999999,0.615,7,-3.731,1,0.0376,0.743,0.00103,0.0983,0.217,143.925,4.0
5NzMoBGFHvRXXnSTvPsblB,Bad to the Bone - 2007 Remastered Version,George Thorogood & The Destroyers,0.33,0.89,7,-3.869,1,0.1169999999999999,0.00266,0.0173,0.195,0.621,148.222,3.0
1ubCzweMwDoauDGft56Cb5,Pequena Serenata Diurna,Charlie King & Karen Brandow,0.66,0.286,9,-13.152,0,0.0446,0.8759999999999999,0.00647,0.1669999999999999,0.503,124.775,4.0
30VFFt9GGpCd01UADNd6FQ,Unbreakable,Red Flag,0.6629999999999999,0.574,8,-10.8,1,0.0269,0.0853,0.8140000000000001,0.3379999999999999,0.259,133.03,4.0
7I0QqdJuC8yWazySFMGhxU,The Pyramid Song,Red Flag,0.7070000000000001,0.7609999999999999,7,-7.629,1,0.0381,0.0767,0.642,0.095,0.703,125.015,4.0
3JKCRYSagsZJqTCImzkrR6,Girls And Boys,Marcus Miller,0.888,0.653,5,-6.712999999999999,0,0.063,0.1,0.0587,0.0793,0.818,115.989,4.0
4BsVRNstnZ3dIAYvPTUK49,Little Corner Of The World,Tia McGraff,0.619,0.6409999999999999,10,-8.455,1,0.0282,0.13,0.0,0.42,0.547,120.049,4.0
7GpvaNMrO9TINdFd0sZi1N,Silverback,Lacy James,0.67,0.511,9,-14.997,0,0.0574,0.178,0.0017,0.107,0.746,126.24,3.0
6VuxY5myZNx0ewsXxuEEZ9,"Slatter (Norwegian Dances), Op. 72: Kivlemoyerne springdans (The Girls of Kivledal Dance)","Edvard Grieg', 'Einar Steen-Nøkleberg",0.392,0.034,5,-31.948,1,0.0467,0.994,0.94,0.0837,0.233,72.111,3.0
757vqu2t0tDgh6i8xtUYOm,Eileen,Keb' Mo',0.83,0.5660000000000001,0,-7.944,0,0.0301,0.41,0.00963,0.088,0.858,117.979,4.0
7gvfXI9ODvcPxgruV7FVWM,City Nights,Melissa Manchester,0.6729999999999999,0.904,8,-6.537999999999999,1,0.078,0.305,0.000126,0.122,0.752,141.874,4.0
57yb8nBmXx9Oy52sTY01iR,Atoms,Frøy Aagre,0.561,0.104,1,-17.076,1,0.0387,0.8320000000000001,0.828,0.1169999999999999,0.379,106.314,4.0
2kVu59HrfIPipdKq9Cgv78,11 Studies in Noise and Dialectic: No. 6. The Working Class is Indomitable,John Richey,0.247,0.226,2,-45.981,1,0.0954,0.677,0.000277,0.447,0.0874,86.868,3.0
4DrvMqyDXsQ8Do7d0cdRxD,Outlook On Life - Bonus Track,"Mr. SOS', 'Kapital Korruption",0.698,0.8440000000000001,1,-4.993,0,0.379,0.546,0.0,0.0747,0.823,92.561,4.0
4BKn4ckNwfwnnebih9iapy,Made Up My Mind,Caspar Babypants,0.8440000000000001,0.389,2,-7.588999999999999,1,0.0412,0.923,0.186,0.1119999999999999,0.578,123.456,4.0
5VlH1JaL1WQl902P9Zyzlr,Milkman's Daughter,Anne McCue,0.672,0.442,2,-9.615,1,0.0257,0.55,0.00484,0.123,0.342,127.78,4.0
6avD9Ue0yNFJKp7QvLBkfI,Mystery Date,Judith and Holofernes,0.502,0.481,9,-8.259,1,0.0445,0.0851,0.000299,0.108,0.257,137.736,4.0
7Iz4ZHc7Bk0mChIVOlLtKj,Fountain of Youth,Cage,0.242,0.875,0,-2.768,1,0.0501,0.000251,0.00323,0.107,0.131,135.19799999999998,3.0
2Jis3BQfZXhEnWFblE9dfj,2 Peces (2 Pieces): No. 1. Adagio,"Benet Casablancas', 'Miquel Villalba",0.527,0.00587,5,-25.542,0,0.126,0.992,0.914,0.0788,0.0488,67.793,4.0
5jQ28q4k1rFMUvMHFUvqV4,You Got to Move,Abbie Gardner,0.5579999999999999,0.3879999999999999,9,-7.754,0,0.0366,0.55,0.0,0.63,0.516,74.515,4.0
5RNELD5OvxKNwrgTXOgTm2,"Sonata à 3 in F Major, Op. 1 No. 1: II. Allegro","Antonio Caldara', 'Parnassi Musici",0.478,0.15,4,-19.541,1,0.0424,0.487,0.0,0.294,0.755,120.277,4.0
4sWzdD8McXUnzSKfblXVFo,Doing What You Need to Do,Various Artists,0.711,0.882,6,-11.403,1,0.0974,0.8190000000000001,0.698,0.138,0.297,125.298,4.0
7If2CdjVQc2BEJJ8A5arNU,Requiem: Requiem,"Ama Deus Ensemble', 'Tatyana Galitskaya', 'Kenneth Garner', 'Ed Bara",0.243,0.0653,0,-26.8,0,0.0476,0.979,0.0255,0.0869,0.0374,117.339,4.0
1Hup4gGh5cNWt8YufsnQJv,Outside Looking In,Guillermo E. Brown,0.231,0.376,10,-12.983,1,0.0315,0.000407,0.11,0.106,0.0334,86.012,5.0
1Uu40tJqyJXl1nId89v39s,"Octet in E-Flat, Op. 20: I. Allegro moderato ma con fuoco","Felix Mendelssohn', 'James Ehnes', 'Erin Keefe', 'Andrew Wan', 'Augustin Hadelich', 'Cynthia Phelps', ""Richard O'Neill"", 'Robert DeMaine', 'Edward Arron', 'Vladimir Ashkenazy",0.288,0.146,3,-19.748,1,0.0388,0.851,0.144,0.127,0.166,136.29,4.0
6U1ZaYBlULvyncuDDZGyEz,Sing Mandela Free,Charlie King & Karen Brandow,0.555,0.1969999999999999,0,-18.576,1,0.0491,0.701,0.0,0.134,0.718,90.936,4.0
1k8fnLa5x17x8Vt6BSoABW,Headway,Metropolitan,0.302,0.8740000000000001,2,-8.943999999999997,1,0.0385,0.0028,0.0001889999999999,0.0806,0.588,159.29,4.0
3xvgwKYn8SCJDHJ0uAk3as,Speak of Love (feat. Steve Kuhn),Karin Krog,0.324,0.1159999999999999,0,-17.772000000000006,1,0.0335,0.95,0.00172,0.0717,0.0396,81.92299999999999,4.0
04DD63AolPFP5HJP2bgl3L,So Let It Be Rotten... So Let It Be Done,Exhumed,0.228,0.998,6,-3.852,1,0.204,0.00108,0.0658,0.157,0.0311,121.038,4.0
6vJFBeFVatqEp6Rd1sVu2r,East By Northwest,Olga Konkova,0.524,0.2239999999999999,5,-16.266,1,0.0407,0.799,0.623,0.109,0.151,125.899,4.0
43U78K69bTRaTJYSltNXZ6,You're the Shit,The Utah County Swillers,0.508,0.882,0,-5.534,1,0.0362,0.0019199999999999,1.03e-05,0.303,0.907,105.657,4.0
0DrrylTonndxGM6PgvvmgN,You're A Big Girl Now,The Stylistics,0.4320000000000001,0.654,6,-8.597000000000001,1,0.0288,0.2289999999999999,1.13e-05,0.105,0.823,143.016,4.0
13u0ML2weafwR9Fmsvz7XH,General Henry,Kara Suzanne,0.356,0.825,9,-7.275,1,0.0405,0.104,0.000748,0.2019999999999999,0.853,188.678,4.0
1qmvRY0NHeftiPMvk9kg6K,As Always,The Dave Liebman Big Band,0.261,0.2,4,-11.505999999999998,0,0.0315,0.961,0.312,0.604,0.0459,152.61,3.0
0XM66M8avyvhs2JS9Wk1Uk,To Go Home,M. Ward,0.445,0.925,2,-7.385,1,0.0616,0.257,0.0033,0.237,0.517,137.716,4.0
30shhNzIiFB8qDLrHgZoVd,Silueta,Strunz & Farah,0.505,0.7809999999999999,2,-6.617000000000001,1,0.0305,0.821,0.88,0.1009999999999999,0.362,97.753,4.0
6dsY1klsDPyRbu6JpK1WrL,Can't Say,Rob Thorworth,0.611,0.82,1,-4.343999999999999,1,0.0289,0.0485,0.0026,0.809,0.6970000000000001,91.957,4.0
4DqLD0MMcKufeitm5ba8dj,Close to Everything,Pacifika,0.7290000000000001,0.581,0,-11.165,1,0.0389,0.563,0.0009539999999999,0.108,0.342,94.977,4.0
5eAd8olY7F11MOaHzgOwop,"Du aber Daniel, gehe hin (Chorus)","Georg Philipp Telemann', 'Suzie LeBlanc', 'Stephen Varcoe', 'Theatre of Early Music', 'Daniel Taylor",0.163,0.089,7,-19.895,1,0.0532,0.985,0.00704,0.0818,0.0588,63.663,4.0
7LxWTGUw1Z97V7WfoakuJQ,"Du aber Daniel, gehe hin, TWV 4:17: Recitative: Mit sehnendem Verlangen (Soprano)","Georg Philipp Telemann', 'Suzie LeBlanc', 'Stephen Varcoe', 'Theatre of Early Music', 'Daniel Taylor",0.247,0.0186,11,-21.533,1,0.0522,0.992,0.00107,0.108,0.173,180.495,5.0
2k0pJmO7HIhzB7AiuFlp7D,The Only Colour Is Yellow,Sheena,0.8079999999999999,0.3379999999999999,7,-6.937,1,0.0805,0.00185,0.93,0.183,0.8170000000000001,121.23,4.0
7ig3f2qW09MTmAzdfTolWL,The Humming Waltz (Intermission),Ellen Cherry,0.311,0.14,2,-16.035,1,0.0441,0.937,0.8390000000000001,0.102,0.0687,120.437,3.0
1UafnYi9mWonc2PCcQe376,Federales,As A People,0.608,0.637,2,-6.897,0,0.0296,0.0131,0.0,0.0727,0.856,147.97899999999996,4.0
0iweMXKHdpDFTk55hcdZOF,Rip Suzuki,As A People,0.363,0.74,0,-6.231,1,0.0358,0.0463,0.228,0.0695,0.428,146.02700000000004,4.0
6W2tF1b9uOASrT3cPBUppg,Jones Beach Dunes,Goldmund,0.214,0.0797,1,-18.04,1,0.0357,0.99,0.903,0.136,0.0397,97.329,4.0
4eYYgSXeAnd2yqVw2aIvwK,Supple Hope (2009 Mix),Pale Sketcher,0.62,0.491,9,-10.351,0,0.0272,0.000454,0.767,0.282,0.0612,120.011,4.0
3tnFuVWUgmLI7Q7Asj1c17,Motion: Transference,"Massimo Biolcati, Lionel Loueke, Peter Rende, Jeff Ballard",0.491,0.4370000000000001,2,-12.991,1,0.0434,0.861,0.835,0.0859,0.402,129.523,4.0
3dNZ6RX3NdRLnzvcfIc5hz,"Symphony No. 14, Op. 135: VI. Look Here, Madame!","Dmitri Shostakovich', 'Magdaléna Hajóssyová', 'Peter Mikulas', 'Slovak Radio Symphony Orchestra', 'Ladislav Slovák",0.498,0.00752,7,-27.57,1,0.0816,0.846,0.0,0.11,0.0575,83.197,4.0
0PCevQShfloP3uEBzydGhV,First Things First,Naomi,0.6829999999999999,0.789,4,-3.921,1,0.0433,0.0946,0.042,0.1669999999999999,0.521,120.028,4.0
1BTW6tTkL0tyQ0xECcDKM6,Lupchevo Oro,"Traditional', 'Ben Grossman', 'La Nef",0.212,0.387,1,-9.888,1,0.0334,0.272,2.18e-05,0.095,0.0369,129.872,3.0
