id,name,album,artists,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1VFmuuCrOvlWRjaFEIhnws,We're Calling It Home Again,Collector's Edition #1,Rayburn Anthony,False,0.529,0.213,7,-16.123,1,0.0309,0.747,0.0023,0.248,0.545,93.678,4.0
1UAmRiIb9w6iKyVLHeoflw,A Prayer for the Middle Ages,The Dale Warland Singers: Lux Aurumque,"Howard Hanson', 'Dale Warland Singers', 'Dale Warland",False,0.203,0.0535,0,-24.19400000000001,1,0.0431,0.99,0.374,0.0692,0.0373,74.516,1.0
4dR6pVKWXB3OkO2v4x9PqH,Surgery,The Golden Hour (Soundtrack),14KT,False,0.52,0.745,9,-6.784,0,0.417,0.00155,0.0019,0.11,0.586,85.86399999999998,4.0
6LKNwWQ7UVH5QeECK5VSVp,Leyenda,Silver Nuggets and Fools Gold,David Burgess,False,0.327,0.221,4,-23.36,0,0.045,0.983,0.907,0.0885,0.214,108.202,3.0
0L3HHyoAFeujNNwPAMDN6K,"A Hui Hou ""Until We Meet Again""",Island Retreat,Dan Gibson's Solitudes,False,0.349,0.0513,9,-25.92,1,0.0357,0.914,0.964,0.364,0.201,75.95100000000002,4.0
6kpKlOAaXqEOnufkAvl644,The Outcast,Best of The Five Americans,The Five Americans,False,0.56,0.3429999999999999,9,-11.41,1,0.0279999999999999,0.755,0.0,0.0997,0.3389999999999999,102.814,3.0
4ILqRpRmoASlnRqYY7WHnK,Allegro,The Flute Album,Michael Parloff,False,0.5920000000000001,0.0709,5,-29.419,1,0.0612,0.912,0.122,0.0884,0.936,63.054,4.0
0LGYmLLjq8mm8SagMgheqm,Old Silver,"Del Rio, Tx 1959",Radney Foster,False,0.608,0.349,7,-7.978,1,0.0299,0.537,0.0,0.074,0.368,135.672,3.0
6t435Zpn0RLHvb88ulE0UC,Turkish Night - with fade,Rumba Collection 1992-1997,Ottmar Liebert,False,0.8,0.4589999999999999,4,-11.974,0,0.0855,0.741,0.898,0.121,0.763,112.956,4.0
5hIaVKFa8331325S7z3NOR,Aquanax,Audiotronic,Namanax,False,0.13,0.632,6,-13.411,1,0.109,0.56,0.947,0.299,0.0345,144.917,3.0
5SKb2xWcTrUKbGW698CDZM,Recercada Settima,"Chamber Music (Baroque) - Sanz, G. / Castro, F.J. De / Huete, D.F. De / Ortiz, D. / Falconieri, A. (Espanoleta)","Diego Ortiz', 'Becky Baxter', 'Danny Mallon', 'Chatham Baroque",False,0.348,0.0775,4,-24.916,1,0.0448,0.945,0.873,0.121,0.86,178.993,3.0
1XJILwwZ1uiW2hnAVHcvJW,Be Set Free,Soul Tender,Gene Deer,False,0.4320000000000001,0.6559999999999999,9,-8.856,1,0.0263,0.26,0.0307,0.135,0.8029999999999999,147.488,4.0
5SKQunv2SXdBTP3pMCbSBe,No Check,Uncommonly Smooth,Spragga Benz,False,0.759,0.654,11,-5.072,1,0.0904,0.435,0.0,0.311,0.7340000000000001,82.90700000000002,4.0
5bDjGZGIxdj6nuYbEKa1dZ,Come to Me,Please Accept My Love,Tommy Bankhead,False,0.606,0.2789999999999999,11,-14.505999999999998,0,0.0494,0.441,0.0002,0.14,0.66,161.128,3.0
1YNQscOx6OqBQjxgJVhEeW,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)","Girls (feat. Cardi B, Bebe Rexha & Charli XCX)","Rita Ora', 'Bebe Rexha', 'Charli XCX', 'Cardi B",True,0.728,0.69,8,-4.343999999999999,0,0.0524,0.0164,0.0,0.104,0.415,94.028,4.0
2Bo5W9fLwzvZolP1V3OoeN,"Maurice O'Connor, Third Air","Celtic Dreams - Music of Turlough O'Carolan (1670-1738) on the Hammered Dulcimer, Vol. III",Joemy Wilson,False,0.368,0.426,5,-11.412,1,0.0436,0.7709999999999999,0.233,0.249,0.85,173.187,4.0
0V9WQxPANk9haHvTNccFMk,Our Love Is Here To Stay,Just WIthin,Jerry Bergonzi,False,0.4529999999999999,0.341,5,-17.814,0,0.0467,0.504,0.149,0.109,0.585,100.902,4.0
40z3X5WTocuqlGemrTQmHN,Sahira Toy - Searching For Love,The Long Way Home,Dama & D'Gary,False,0.607,0.534,1,-15.822,1,0.0535,0.0314,0.203,0.14,0.476,147.047,4.0
5Ie7bAEuYdtSeFR3FpUpeO,Slap That Bass,The Memory of All That,Spider Saloff,False,0.598,0.133,6,-15.964,1,0.3279999999999999,0.8009999999999999,0.0,0.1119999999999999,0.409,75.53699999999998,4.0
7wGMyF1Z42IBc9wtIOZgyR,Cubaland: Under the Spanish Flag,"Sousa, J.P.: Music for Wind Band, Vol. 5","John Philip Sousa', 'Royal Artillery Band', 'Keith Brion",False,0.408,0.2189999999999999,3,-15.454,1,0.0363,0.941,0.785,0.291,0.575,106.443,4.0
15gVbJONLKYQOqhDywJxNN,Terremoto,Heat of the Sun,Strunz & Farah,False,0.6779999999999999,0.778,9,-12.522,0,0.0347,0.596,0.846,0.132,0.8,103.536,4.0
2Yv66qdoGPqscwPwL0rRsg,Dichterliebe in Op. 48 (Arr. U. Caine for Vocal Ensemble): No. 1. Im wunderschonen Monat Mai,Robert Schumann: Love Fugue,"Robert Schumann', 'Uri Caine', 'Shulamith Wechter Caine', 'Uri Caine Ensemble', 'Julie Patton', 'Mariko Takahashi', 'Mark Ledford', 'David Moss",False,0.128,0.016,4,-28.701,1,0.0383,0.991,0.0435,0.0952,0.0758,74.31,3.0
5UoXKnx2uJZ1WRhTQgP7xb,5 Piezas del siglo XVI: V. Fantasia que contrahace la harpa de Ludovico (Alonso Mudarra) (Fantasia in the Style of Ludovico’s Harp),"Rodrigo: Piano Music, Vol. 1","Joaquín Rodrigo', 'Artur Pizarro",False,0.435,0.103,7,-23.231,1,0.0405,0.993,0.8290000000000001,0.154,0.8009999999999999,140.554,4.0
2OxXiNAM09PFTglNYWvA2i,Vostok 6,Vostok 6,Kurt Swinghammer,False,0.619,0.8079999999999999,7,-14.662,1,0.176,0.356,0.0133,0.0837,0.462,155.055,3.0
5XmITDZEqwx8dNo6KsusGc,Piano Sonata in E-Flat Minor: II. (Andantino),"Scriabin: Piano Sonatas, Vol. 2","Alexander Scriabin', 'Bernd Glemser",False,0.39,0.00403,11,-35.304,1,0.0435,0.994,0.914,0.15,0.0426,62.715,4.0
4sjWHnk9U6jS3NUSURjD01,RitE Majorem Jacobum,"Choral Recital: Monteverdi Choir - Morales / Victoria, T.L. / Clements Non Papa / Mouton (Pilgrimage To Santiago)","Guillaume Dufay', 'The Monteverdi Choir', 'John Eliot Gardiner",False,0.231,0.0391,2,-26.714,0,0.0403,0.994,0.0,0.0744,0.267,108.806,3.0
0KtFcgKP61fC82Fstfyc49,A Great Big Sea/The Copper Plate Reel,Songs From the Shows,Ryan's Fancy,False,0.434,0.5760000000000001,7,-12.532,1,0.0517,0.414,0.0056,0.0967,0.925,115.769,4.0
4xceCfDVg5haBRaYwqIrBM,Nosedive Lullaby,Sugar Skulls,The Hungry Ghost,False,0.79,0.409,0,-11.394,0,0.0935,0.00827,0.977,0.133,0.696,120.038,4.0
2ldvZlM4Fr93Udpgwt8S1h,Shake It,Out the Can,Clay D,False,0.888,0.769,6,-12.355,0,0.158,0.00255,0.0091799999999999,0.163,0.7290000000000001,135.499,4.0
68PmM4PCTPh9HIJcKpnGAJ,Has Nacido Libre,Horas de Amor,Camilo Sesto,False,0.6579999999999999,0.514,7,-9.131,1,0.025,0.685,0.0,0.0976,0.6709999999999999,104.138,4.0
0gwrjeYGqWisKTcevQXgwp,No Voodoo Dollies,Promise,Gene Loves Jezebel,False,0.496,0.904,9,-6.228,1,0.051,0.077,0.0004559999999999,0.3289999999999999,0.675,141.525,4.0
6G4pJvC68dmoWiOtOZOQCb,Twist And Bend It,Silhouette,Shoes,False,0.467,0.742,4,-9.927,1,0.0584,0.00648,7.78e-06,0.288,0.966,172.226,4.0
73jKsj7qNMo0elDQYQ91cP,"Le nozze di Figaro, K. 492: Act II: The wedding procession is ready and waiting (Figaro, Count, Susanna, Countess)",Mozart: Marriage of Figaro (The) (Sung in English),"Wolfgang Amadeus Mozart', 'William Dazeley', 'Yvonne Kenny', 'Rebecca Evans', 'Christopher Purves', 'Diana Montague', 'Jonathan Veira', 'Frances McCafferty', 'John Graham-Hall', 'Stuart Kale', 'Graeme Danby', 'Sarah Tynan', 'Yvette Bonner', 'Victoria Joyce', 'Geoffrey Mitchell Choir', 'Philharmonia Orchestra', 'David Parry",False,0.325,0.115,7,-19.818,1,0.05,0.972,1.34e-05,0.64,0.368,166.50599999999997,3.0
4mjAGG2VZUQdSJKgAYi9Uf,Lullaby of Birdland,Live at Jamboree - Barcelona,"Andrea Motis', 'Joan Chamorro', 'Scott Hamilton', 'Ignasi Terraza', 'Esteve Pi', 'Josep Traver",False,0.428,0.563,3,-7.097,1,0.0375,0.926,0.00838,0.706,0.439,150.482,4.0
0vsgznHXu2boUGVsvASHHV,Das Spiel ist aus,Messier Objects,The Notwist,False,0.195,0.792,1,-10.96,1,0.036,0.00352,0.889,0.0892,0.119,166.00099999999995,4.0
02uCl4hphGkH73XUwW9aNd,Cold Hearted Killa,Sinista Funk,Al Kapone,True,0.8009999999999999,0.525,11,-8.315,1,0.185,0.000572,6.95e-05,0.078,0.42,86.086,4.0
3C7cWpT2c2Cbgnsd8n3QqK,Les Flots Du Danube,Introducing Stephane Wrembel,Stephane Wrembel,False,0.752,0.552,9,-6.4220000000000015,0,0.0504,0.8240000000000001,0.374,0.105,0.969,131.935,4.0
6ebnnmrSp9V1sWcKJdfp7m,Los Largos,Feasting With Panthers,William Topley,False,0.4920000000000001,0.5920000000000001,1,-9.284,0,0.0304,0.16,8.56e-05,0.166,0.2239999999999999,76.007,4.0
7ERvAfECNlPTjPZ1rx2tmv,Here I Am,Our Faith,H.R.,False,0.478,0.214,11,-14.35,0,0.0487,0.0117,0.00513,0.1,0.3,175.705,3.0
3uwcI1v7v1R2ltz9KiROL9,Sometimes,From The Ether,Amfibian,False,0.568,0.268,4,-16.745,1,0.035,0.8640000000000001,0.133,0.141,0.156,107.099,4.0
4iWbf2x7yMBkxM92zDN3as,They'll Miss Me When I'm Gone,Negro Prison Blues And Songs,Alan Lomax,False,0.472,0.411,7,-11.218,1,0.0681,0.813,0.0,0.136,0.731,115.388,4.0
4OR8Qdw9bEAcnhCh7S0NGE,She's Gone,Doctor Velvet,"Nick Curran & The Nightlifes', 'Jimmy Vaughan",False,0.4429999999999999,0.34,4,-8.497,1,0.0273,0.846,0.00658,0.267,0.331,152.292,3.0
2Zx9FacZKRLapBk5E3yzRa,Santo Merengue,20Th Anniversary,Kinito Mendez,False,0.7090000000000001,0.8059999999999999,1,-12.296,1,0.0568,0.126,0.0008359999999999,0.27,0.845,152.061,4.0
4SkrYdjhQ3p7U61s3fcD5b,Isle de Goree,Long Story Short,Sekou Sundiata,False,0.466,0.2269999999999999,11,-17.483,0,0.228,0.825,0.0547,0.098,0.37,110.591,4.0
6MQ0faX0fEvTTb10FIV5nA,Maqsoum,Pulse of the Sphinx,The Henkesh Brothers,False,0.494,0.956,5,-7.0420000000000025,1,0.0866,0.233,0.858,0.111,0.954,153.303,4.0
1bw3UtZYV71ypYc6GWO9Fk,Spring Poem,Wind Journey,Erik Wøllo,False,0.254,0.0264,11,-21.32,0,0.0339,0.963,0.951,0.1,0.0387,129.31,4.0
3x5hT1lIxAvNzX1UFPLNkO,Jocky on the Oche,Hard Nuts and Hard Cunts,Hard Skin,False,0.216,0.968,9,-3.508,1,0.0846,0.0913,0.0005009999999999,0.1369999999999999,0.305,170.46599999999995,4.0
2JUba9ncbYYwXmVlvESH8j,La Vie En Rose,Smile,Cyrille Aimée & Diego Figueiredo,False,0.487,0.0573,5,-15.482,1,0.0389,0.968,0.000686,0.111,0.157,83.51100000000002,3.0
6tnDQQPkeOqtgbN9lZAB2k,Midnight Nation,Primitive Epic,Bobaflex,False,0.43,0.609,8,-7.586,1,0.12,0.0627,0.0,0.0928,0.207,86.97200000000002,5.0
4E1kZb1gtpJJK2V5qZKbN7,"Album fur die Jugend (Album for the Young), Op. 68, Part II: Fur Erwachsenere: No. 28. Erinnerung","Piano Recital: Rosenberger, Carol - Kabalevsky, D. / Tchaikovsky, P. (Perchance To Dream - A Lullaby Album for Children and Adults)","Robert Schumann', 'Carol Rosenberger",False,0.298,0.00513,9,-37.564,1,0.04,0.995,0.911,0.113,0.151,73.33800000000002,3.0
1X0noy9dupdfAlOmGwQoVd,Longview Texas Trainwreck,Mercurial Son,Lurrie Bell,False,0.562,0.83,2,-12.355,1,0.0562,0.00101,0.7440000000000001,0.118,0.6459999999999999,134.827,4.0
4DQJZSmhaekSnj0DOo3haj,Moravia,Country Soul Brother,Jesse Dayton,False,0.6509999999999999,0.737,4,-5.3,1,0.0312,0.371,0.000231,0.0585,0.913,114.604,4.0
4aZSJTMoqAgjLsiB01M2sx,Through the Eyes of a Child,Reflection,Shoshana Michel,False,0.4579999999999999,0.239,9,-17.577,1,0.0428,0.976,0.932,0.0826,0.296,124.924,3.0
1LcrYGepryWZpNRff5ixAV,Leave The Light On,Leave The Light On,Jeff Bates,False,0.5820000000000001,0.467,6,-6.2170000000000005,1,0.0292,0.365,0.0,0.147,0.238,137.866,4.0
2Bdlb6Jo7QYVoATpxAooIO,Ain't Me,Fear Nothing,Beverly McClellan,False,0.598,0.8059999999999999,2,-7.677,0,0.0533,0.138,0.00295,0.326,0.629,94.489,4.0
2qx02AZnb8eIgUQ8XJcKnd,Now Serving,One False Move,The Freeze,False,0.18,0.88,4,-8.008,1,0.0928,0.00273,0.000667,0.361,0.562,172.575,4.0
5u9lBVgw5a4MdNcmdXH1RR,I Was Glad,Music For Weddings,"Hubert Parry', 'The Choir Of Trinity College, Cambridge', 'Richard Marlow', 'Philip Rushforth",False,0.0643,0.162,10,-21.212,1,0.0389,0.8740000000000001,0.967,0.355,0.0377,67.518,4.0
3k4Gm5k7OD6hyAMzSK8Z6g,Jerusalem,The Remnant,Ash Soular,False,0.63,0.726,2,-5.226,0,0.042,0.447,0.000781,0.14,0.5720000000000001,124.032,4.0
5leFmlho5lGXJs4677F935,Feathers & Wishbones,How to Sleep in a Stormy Boat,Amy Speace,False,0.648,0.266,9,-13.666,1,0.0275,0.363,0.0277,0.111,0.254,80.04,4.0
4k0E3z3P2FQFzMc9foblbN,You Put Out An Old Flame,Then And Now,Gene Watson,False,0.604,0.494,4,-9.353,1,0.0258,0.1159999999999999,9.43e-06,0.0623,0.633,108.984,4.0
0PNafIgjmmZrFIGNozuADR,"Lute Suite No. 1 in E Minor, BWV 996: II. Allemande",Lautensuite Nr. 4,"Johann Sebastian Bach', 'Julian Bream",False,0.406,0.416,4,-19.388,0,0.0394,0.945,0.873,0.113,0.858,149.69299999999996,4.0
5NJPmucbddLTXuseK7zh64,Dar Es Dar (En Vivo),Grandes Canciones,Fito Paez,False,0.593,0.857,9,-5.223,1,0.0527,0.619,0.0,0.2,0.703,106.963,4.0
0ysEtILT6P6X7GC4n2mWSr,"March, Slow Air and Hornpipe",Highland Pipes And Drums: Bagpipe Music Of Scotland,Ian McGregor & Scottish Pipe Band,False,0.0739,0.677,10,-8.246,1,0.0448,0.163,7e-05,0.0961,0.0394,178.72400000000005,3.0
6ZM4zDLYyTMGzS2tJUb8ff,Along The Field: Viii: With Rue My Heart Is Laden,Silent Noon - Songs Ralph Vaughan Williams,"Ralph Vaughan Williams', 'Ruth Golden', 'Nancy Bean', 'Levering Rothfuss",False,0.228,0.0136,7,-34.174,0,0.0536,0.987,0.0232,0.39,0.0361,83.586,1.0
6nSwliv08EJVsjobGh74Jr,I Lost My Chance,Cherish,David Cassidy,False,0.4589999999999999,0.597,10,-8.699,1,0.0287,0.7559999999999999,0.0118,0.1989999999999999,0.457,120.293,4.0
1fOpmLwonTbW2ThDdHSPw4,Our Midnight Serenade,Songs for the Wild,Stevan Pasero & Christopher Bock,False,0.519,0.37,9,-12.045,0,0.0289999999999999,0.7090000000000001,0.912,0.0999,0.449,113.008,3.0
4xF9kIRRGIh2PU4OmwFzfM,Overtones & Stained Glass,Bourbon & Rosewater,"Jerry Douglas', 'Vishwa Mohan Bhatt', 'Edgar Mayer",False,0.4970000000000001,0.0993,2,-21.832,1,0.0501,0.812,0.3670000000000001,0.0353,0.275,102.934,4.0
6NYAvG3Te4IK8kJLIQMCOI,No Surprises,Oblivion Sun,Oblivion Sun,False,0.627,0.831,9,-5.589,1,0.0281,0.0516,0.831,0.267,0.58,121.986,1.0
1xueCguwa0GbMCsH3lHTPw,J'ai pas toujours été comme ça,Soul,Luck Mervil,False,0.779,0.769,2,-6.011,0,0.165,0.0514,0.0,0.0874,0.895,98.198,4.0
5ugrAvD4izmyc3DFN1Mj8b,Reaping In The Spirit,Pieces Of Our Past,The Isaacs,False,0.469,0.163,6,-16.307000000000002,1,0.0803,0.917,0.0,0.1009999999999999,0.291,136.026,3.0
0qMqOUV8exHObKqgWEMQ3N,My Dear Disco,Dancethink LP,My Dear Disco,False,0.602,0.7290000000000001,10,-8.645,0,0.109,0.00443,0.138,0.111,0.516,119.07,4.0
2Oa9ziDR4v9fXeAKhOeCMu,Enough Lead to Make it Heavy,Speicher 76,Naum Gabo,False,0.7979999999999999,0.7959999999999999,1,-10.771,0,0.0471,0.0199,0.713,0.502,0.449,128.005,4.0
63Q4e5OlQjmpGMc7jvHonM,Toni's Zirkus,Streams,"Ferenc Snétberger', 'Markus Stockhausen",False,0.502,0.322,2,-8.636000000000001,1,0.0325,0.956,0.877,0.1119999999999999,0.314,103.949,3.0
5zI4vaibGT3dr7B302I8WW,"Perto dos Olhos, Longe do Coração",Leonardo Canta Grandes Sucessos,Leonardo,False,0.6679999999999999,0.72,7,-5.74,0,0.0358,0.4539999999999999,1.25e-06,0.1639999999999999,0.669,119.875,4.0
3lHK3EWJ8HUnKZdQry2Oal,"Dolly Suite, Op. 56 (arr. H. Rabaud): VI. Le Pas Espagnol",FAURE: Orchestral Music,"Henri Rabaud', 'Gabriel Fauré', 'RTE Sinfonietta', 'John Georgiadis",False,0.228,0.154,5,-16.909000000000002,1,0.0339,0.8390000000000001,0.964,0.25,0.177,103.516,3.0
3UWGl2QCpP7dHT1vtSYKnM,Variations for Orchestra and Piano: Variacio V,Serra: Orchestral Works,"Joaquim Serra', 'Emili Brugalla', 'El Valles Symphony Orchestra', 'Salvador Brotons",False,0.364,0.107,2,-22.021,1,0.0392,0.978,0.908,0.0947,0.0612,115.661,4.0
156CC6FBrzE7EIecExTm8I,G On,"Riches, Royalty & Respect",Kool G Rap,True,0.589,0.931,7,-2.5580000000000003,1,0.288,0.0367,0.0,0.0809,0.6579999999999999,87.911,4.0
0fG8Huh6iDejj8Xs0FDwK1,Devil's Eyes,The Shovel And The Gun,Creech Holler,False,0.309,0.624,9,-9.486,1,0.0289999999999999,0.00987,0.7,0.111,0.151,150.24,4.0
0iZpfMJTDKUMPPq3ha1aVW,Shrine,Shrine,Dee C. Lee,False,0.6509999999999999,0.906,0,-11.96,1,0.0472,0.00936,0.000841,0.0985,0.754,113.004,4.0
7MiC9Gu9rDdJGDtmy5DCAm,Too Many Gremlins,Gremlins (Original Motion Picture Soundtrack),Jerry Goldsmith,False,0.551,0.4970000000000001,3,-14.309,1,0.0434,0.846,0.8109999999999999,0.1009999999999999,0.319,136.217,4.0
0O4tHwslkX4ltisFP9rQcV,Beep Beep,Second Wind,Dave Steffen Band,False,0.575,0.86,8,-5.292000000000002,1,0.0443,0.157,0.00658,0.0393,0.885,127.574,4.0
3DrP9IQHdNlizRwWN7utV1,One,Go Fly,Boy + Kite,False,0.5479999999999999,0.8909999999999999,2,-3.716,1,0.0334,0.0013599999999999,0.823,0.187,0.5710000000000001,133.001,4.0
25l5DCqTbelmJ1gUSOlp9W,Less,Shouts and Whispers,Ari Hest,False,0.401,0.184,9,-10.178,1,0.0374,0.871,0.0,0.1009999999999999,0.536,176.43099999999995,4.0
6lVXnfYlS11QYjXl9VRvd6,Don't Like Goodbyes,People,Barbra Streisand,False,0.318,0.315,0,-9.039,1,0.0303,0.952,2.07e-06,0.105,0.156,92.043,4.0
0bN13Z80tkKqn3Mlv259Nz,Please,Made In Usa,Joon Wolfsberg,False,0.4370000000000001,0.487,10,-9.099,1,0.0281,0.732,1.32e-05,0.0836,0.291,163.88,4.0
5G5m4JdOjN5cDOTQSDytmU,Lucid Dream,Shooting Star,Jeremy Lister,False,0.5529999999999999,0.4429999999999999,0,-8.435,1,0.0283,0.452,5e-05,0.107,0.144,114.649,4.0
0I4fq8H2sG9g2yJrInYtaZ,Riley The Furniture Man,Feet All Over The Floor,The Stairwell Sisters,False,0.716,0.519,0,-7.845,1,0.0317,0.726,0.0004379999999999,0.0761,0.877,121.275,4.0
2r2tGne7O0jgM4gP5wd3V5,Your Way Right Away,Greatest Hits Vol. 3,"Wesley Willis', 'The Dragnews",False,0.7559999999999999,0.53,11,-7.32,0,0.103,0.089,8.64e-06,0.126,0.371,166.088,4.0
5Hzrhn1iIMoju1xSidkpJY,Annie: Annie: Tomorrow,"Stewart, Slam / Major Holley: Shut Yo' Mouth! Featuring Dick Hyman and Oliver Jackson","Slam Stewart', 'Major Holley', 'Dick Hyman', 'Oliver Jackson",False,0.628,0.141,5,-25.241,1,0.0344,0.8370000000000001,0.0954,0.1369999999999999,0.677,76.29,4.0
3KMQ7sm7viEn0gplfB5Zvl,Long Dark Road,Exposed,Catherine Mcinnes,False,0.6940000000000001,0.317,2,-9.678,0,0.031,0.6679999999999999,1.25e-05,0.11,0.4629999999999999,120.102,4.0
1ztx3mKLJ62OnmUTWN3LyE,"Sinfonia domestica, Op. 53: III. Thema III: (Ruhig)",Strauss: Sinfonia Domestica/Tod und Verklärung,"Richard Strauss', 'Lorin Maazel",False,0.235,0.00399,4,-31.141,0,0.0405,0.889,0.6409999999999999,0.185,0.0361,71.581,3.0
5VEqKNXYYVPFXzutYTomdk,Savages,Songs For Swinging Lovers,The Indelicates,False,0.58,0.792,7,-8.324,1,0.059,0.2269999999999999,0.00223,0.263,0.3429999999999999,139.934,4.0
4j2ni2o966Shhkxne6eBb0,Me Acuerdo - Edited Version,The Best Of - Ultimate Collection,Vico C,False,0.6679999999999999,0.472,9,-8.62,1,0.0411,0.17,0.0,0.146,0.302,86.036,4.0
6jqyEZfYcGiNsZwdzwFh99,Piece Of Flesh,Beware Of Giants,Circus Of The Sun,False,0.5479999999999999,0.7240000000000001,7,-7.627000000000002,1,0.0279,6.73e-06,0.283,0.3229999999999999,0.3929999999999999,100.931,4.0
5SJVtVofbiynQS1Sv5YFad,Blank,Beware Of Giants,Circus Of The Sun,False,0.0,0.0,0,-60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1HQkyP0NZwUvzMmwryGn80,Farewell Angelina,Hilbert's Hotel,Barbara Dymock,False,0.575,0.15,0,-11.723,1,0.0283,0.923,0.0,0.0829,0.397,100.7,3.0
1aWS6d71cKmf3RlhNUDoN0,Atonement,Ghost Stories,Silent Civilian,True,0.4639999999999999,0.966,5,-3.483,1,0.0547,3.62e-06,0.1669999999999999,0.521,0.325,139.964,4.0
30ozJZkSeCWEEvEqdNOLJP,Counting Cadence,Kiss Your Brain,Dr. Jean Feldman,False,0.885,0.568,4,-12.178,0,0.177,0.0869,6.4e-05,0.0345,0.583,80.016,4.0
3c6wjOPFItKBSc3ks9rmFZ,"Symphony No. 4 in A Major, Op. 90, ""Italian"": II. Andante con moto",Mendelssohn: The 5 Symphonies,"Felix Mendelssohn', 'Kurt Masur",False,0.2289999999999999,0.0146,2,-31.405,0,0.0373,0.946,0.053,0.0728,0.127,122.398,4.0
2CF4eJlcNCeuv5eqygli8h,Yasmeen,Opium,Ottmar Liebert + Luna Negra,False,0.6940000000000001,0.118,2,-18.183,0,0.0356,0.948,0.906,0.0972,0.149,112.688,5.0
60CMHAnlPzXtzMTb4wlwub,Rolling Stone from Texas,Sorrow & Smoke,Slaid Cleaves,False,0.447,0.604,9,-6.462999999999999,1,0.0379,0.537,0.00344,0.89,0.893,138.842,4.0
3KT3vr36KvcaEBJrMK9nGH,Listen - Original Mix,Listen 99,Raff 'n' Freddy,False,0.69,0.652,11,-9.495,1,0.044,0.000611,0.701,0.0629,0.345,124.085,4.0
3bWdqV1f86i8VDNbiHgQhw,Introversion,Self Study,Declaime,False,0.502,0.9,7,-5.05,1,0.315,0.201,5.57e-06,0.603,0.8009999999999999,87.81,4.0
2bB84ns7BfzuNPv71Lf1TG,Blood Branches,Through a Fogged Glass,Wes Swing,False,0.595,0.175,7,-16.685,0,0.0411,0.925,0.28,0.11,0.184,103.913,4.0
4cY0RVzXkRtd7xJ6uNL5r4,I'm a Celebrity,I'm a Celebrity,Right Said Fred,False,0.665,0.904,11,-4.3610000000000015,0,0.04,0.00291,0.00513,0.17,0.9,127.994,4.0
4Vy0k7KYsIJI8caeAjQFKG,Homecoming,Catch And Release,Choupique,False,0.569,0.3779999999999999,2,-13.175999999999998,1,0.0451,0.753,0.598,0.144,0.461,123.551,3.0
6z2xFVVGl1EMvfpSMB6TZV,War Horsies,Laughs Best (The Kids Eat It Up),Circus Devils,False,0.46,0.397,10,-10.055,0,0.0388,0.931,0.00036,0.504,0.355,131.297,3.0
2xBcYqGeuK5xcJl4z9AtkF,Spider Cider,Castlemania,Thee Oh Sees,False,0.537,0.816,5,-7.096,1,0.0439,0.138,1.7e-06,0.2269999999999999,0.799,134.958,4.0
6VxhUgex53sQJi2sDfUN4W,For Me It\'s Hello,Looking Back,Cedar Hill,False,0.325,0.407,4,-10.527,1,0.03,0.763,0.0,0.0866,0.596,166.547,3.0
4p4021jb4T281GHKwmJqO3,Jump Start - The Mastery of Melancholy: Slow Drag,Jump Start,"Wynton Marsalis', 'Lincoln Center Jazz Orchestra",False,0.6459999999999999,0.158,0,-18.96,1,0.0596,0.763,0.86,0.128,0.501,117.89,4.0
2BGSdYTW1nzcvxhmHSxuwd,The New Rule,Monsters Of Grace,"Philip Glass', 'Philip Glass Ensemble', 'Michael Riesman",False,0.177,0.0749,3,-23.802,1,0.0387,0.973,0.0996,0.25,0.0891,208.016,4.0
2L8mFjpcMU54wrxT6FcDdN,This Old Man,50 Best Sing-Alongs,Sing n Play,False,0.919,0.461,5,-10.43,1,0.0557,0.301,0.0,0.452,0.944,97.449,4.0
6h7f9iZs6rqjvIyCWz7NqC,Walk Away,Rocks and Cranes,Brixton Robbers,False,0.536,0.98,1,-2.332,1,0.0797,2.9100000000000013e-05,0.000349,0.3289999999999999,0.7659999999999999,97.946,4.0
21ihfbOSUQHV6Vy5t03fs9,Iraqi Verse,Lost Masters Volume 2,Kool Keith,True,0.654,0.557,1,-10.011,0,0.38,0.127,0.0,0.0927,0.483,97.604,4.0
2wwHKm9v2G0QD6nA6p9JZF,"Serenade in C Major, Op. 48, TH 48: II. Walzer",The Original Jacket Collection - Eugene Ormandy,"Pyotr Ilyich Tchaikovsky', 'The Strings of the Philadelphia Orchestra', 'Eugene Ormandy', 'Philadelphia Orchestra",False,0.2269999999999999,0.212,7,-19.469,1,0.0382,0.682,0.888,0.18,0.357,96.082,4.0
5GUprZWQVoKYQW2e3tUIAS,Expresiones: II. Con alegria y amor,Villa-Rojo: Music for Cello,"Jesús Villa-Rojo', 'Asier Polo",False,0.637,0.0955,7,-25.801,0,0.0809,0.944,0.865,0.0982,0.479,120.973,4.0
0gMGqApHhva3Q8mkdDjhsn,Crazy n Tha Club,100 Wayz,Tha Dogg Pound,True,0.664,0.977,10,-3.2960000000000003,0,0.3229999999999999,0.0817,1.49e-05,0.721,0.471,95.943,4.0
