id,name,artists,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
03IkGTOYRbQc8fTTY6N6Xo,Flight of the Eagle,Brian Crain,0.391,0.121,-17.61,1,0.0351,0.918,0.928,0.149,0.065,113.236,4.0
7xtKyVwmEEh83Tt8N46dXi,Ancient Ships,Patrick Godfrey,0.233,0.299,-17.967,1,0.0398,0.984,0.902,0.0926,0.223,124.981,3.0
3JRNgzmCtsX02YVesHIKDP,"Swan Lake, Op. 20: Act II. Odette and Siegfried","Angela Rippon', 'Slovak Radio Symphony Orchestra",0.288,0.0577,-26.148000000000003,0,0.0457,0.91,0.376,0.0989,0.17,89.84700000000002,4.0
3vJQtV4EQ5i0dgaFI4iQkb,All You Ever Do Is Walk Away,The Magnetic Fields,0.412,0.926,-7.405,1,0.0615,0.456,0.0445,0.0901,0.8290000000000001,148.649,4.0
2bzAkM3TdLN2zWsJLzp4ok,Two Desperate Women In Their Late 30's,Lorraine Feather,0.478,0.4039999999999999,-13.223,1,0.0701,0.8420000000000001,0.00144,0.115,0.537,83.696,4.0
6QJ2uziFNbVs0jVtvmRBmI,Kilo Rap (Feat. Termanology and Ghetto),"Big Noyd', 'Ghetto', 'Termanology",0.376,0.825,-5.53,0,0.2769999999999999,0.0881,0.0,0.764,0.544,174.96099999999996,4.0
0OUgzzv3vR4UJe7URX7DN8,Old Joe Jatta,Béla Fleck,0.4370000000000001,0.534,-12.379,1,0.0425,0.736,0.909,0.0533,0.943,152.937,4.0
4PAx0vfOqTKGCLSlv5Jq9s,Mein zweites Ich,Wolfgang Ambros,0.5770000000000001,0.4029999999999999,-9.594,1,0.0307,0.4479999999999999,0.0321,0.0724,0.235,152.006,3.0
1xor0OQd7j4NonvidqkJuN,Untouchable,Erika Stucky,0.547,0.0694,-14.105,1,0.0354,0.946,1.94e-05,0.103,0.289,119.349,4.0
0BTPMLlzjKmX8X4kRNw3FS,Part of Me,Phil Vincent,0.477,0.8490000000000001,-5.135,0,0.0352,1.06e-05,0.0286,0.182,0.321,101.652,4.0
2x2DZgFODVCYxsIajnbEyf,Radio Friendly,Cuckooland,0.363,0.911,-2.845,1,0.061,9.28e-05,1.05e-06,0.106,0.253,91.912,4.0
35QeoQzr3DOUtZrhPg1nb3,On Plain Ground,Remo Park,0.494,0.923,-5.7929999999999975,0,0.0414,7.77e-05,0.154,0.102,0.414,93.015,4.0
5RvDmU0INw92e0E7z2AXJp,Sunny,Life In The Lung,0.4920000000000001,0.152,-20.3,1,0.0332,0.911,0.222,0.0908,0.21,150.915,4.0
33lG7rqFcgyEmOkMh8xuog,Boxer's Wife,Trentalange,0.6559999999999999,0.76,-7.789,1,0.0297,0.0013,0.0857,0.132,0.815,110.006,4.0
3QQOjAqWuOOKVzhf6U28Ru,Fairytale Moon,Armik,0.602,0.83,-6.2570000000000014,0,0.0381,0.767,0.898,0.0426,0.953,176.99,4.0
1EqXpLpOo23gNMFdkpcLGv,The Pierrot of the Minute Overture,"Granville Bantock', 'Bournemouth Sinfonietta', 'Norman Del Mar",0.247,0.0586,-24.655,1,0.0392,0.964,0.784,0.123,0.0617,90.111,4.0
07fSzDPfX7ADpifotgJKxS,Hope In The Presence Of God,Sojourn,0.3929999999999999,0.504,-8.898,1,0.0316,0.356,0.335,0.081,0.8909999999999999,79.411,4.0
2qrFsCEVJqxjR7jT2hMJul,Sufrimiento y Talento,Verdaderos Kreyentes,0.763,0.7829999999999999,-6.268,1,0.389,0.0972,0.0,0.129,0.8140000000000001,92.86,4.0
5wL742yBgvtbw1IibA3FMJ,Falling,HAIM,0.741,0.894,-5.648,1,0.069,0.076,4.89e-05,0.0835,0.297,111.969,4.0
0xqX5Hb8dvT6Tt2pUjmCjr,Canoga Park,Richard Hallebeek,0.233,0.407,-15.191,1,0.0355,0.2239999999999999,0.00689,0.0981,0.291,78.837,4.0
2EK4PBOsVwUxFTGTsntdrW,"Symphony No. 5 in B-Flat Major, WAB 105: I. Adagio - Allegro","Anton Bruckner', 'Tapiola Sinfonietta', 'Mario Venzago",0.235,0.0949,-17.914,0,0.0392,0.921,0.5,0.087,0.0544,138.429,4.0
2adB3rUPYrNk5BmAspDWq6,Stalker,Marc A. Evans,0.696,0.764,-8.513,0,0.0449,0.365,1.35e-06,0.4379999999999999,0.7829999999999999,125.068,4.0
2WNSPYMSJ6M9egJ3dZilLT,Flying,Long John Baldry,0.417,0.366,-12.661,1,0.0444,0.858,0.052,0.922,0.203,131.864,3.0
2Zc2KcvUNqzntigRdlLZRB,Someone You Used To Know,Collin Raye,0.326,0.436,-8.274,1,0.0459,0.312,0.0,0.528,0.138,198.825,4.0
2M923iNfK0PqmTd25GrROj,"This Is Going to Hurt (From ""The Ring"")",The City of Prague Philharmonic Orchestra,0.303,0.4379999999999999,-18.442,0,0.0509,0.418,0.8909999999999999,0.584,0.272,179.968,3.0
2E2DFnQ4bqUpNuMnBTxzHO,Weight Of The Wait,Peter Himmelman,0.64,0.909,-8.036,1,0.074,0.105,1.09e-05,0.0791,0.705,103.597,4.0
4Q0v74JlGchIvRadSdaXdu,Around The Home,Mayo Thompson,0.5429999999999999,0.327,-12.318,1,0.0379,0.912,0.00427,0.134,0.502,86.70100000000002,4.0
09NbdH8cLCnEp4zxdK1bRX,Hongee,The Swords of Fatima,0.325,0.968,-5.207000000000002,1,0.0811,0.193,0.8959999999999999,0.091,0.2019999999999999,98.836,4.0
1tluSkyNoHpx6GomLfa7DV,Half Empty,"Gunnar Madsen', 'Irene Sazer",0.52,0.0582,-21.896,1,0.0951,0.994,0.889,0.0918,0.3289999999999999,81.59100000000002,3.0
7GL1irXWImB3s14Q9qR35R,Leave A Light On,Floater,0.575,0.73,-6.185,1,0.0368,0.0288,0.000171,0.12,0.311,139.999,4.0
5ZNK0sFlciGdBmq2DlYTDT,Morbid Divinity,Muspellheim,0.28,0.994,-2.945,0,0.16,3.96e-06,0.6890000000000001,0.186,0.0926,110.044,4.0
7d84nCdu5WwPSY4rf5t4fQ,division street,Terence Martin,0.556,0.0825,-22.75800000000001,1,0.0455,0.85,0.924,0.0882,0.5720000000000001,123.704,3.0
2Bg9JTjLSWyj6WhaAmPzLI,Bird & Man's Council,Mesa Music Consort,0.43,0.321,-13.595,1,0.0369,0.708,0.0277,0.0794,0.228,120.385,4.0
0nNFD6VHH0ZJKYuRc3tyak,Positive Contact - Bonus Track - Charlie Clouser Remix,"Deltron 3030', 'Del The Funky Homosapien', 'Dan The Automator', 'Kid Koala",0.693,0.918,-7.146,0,0.0389,0.00215,0.0661,0.413,0.8320000000000001,105.003,4.0
2lZcsYyExb4yn822ORnEVW,Just Do It,The Bats,0.396,0.775,-9.284,1,0.0382,0.135,0.0427,0.18,0.327,140.105,4.0
5vuND7GW960DyjHhXyCTQR,I Do Belong,Society,0.507,0.777,-5.928999999999999,1,0.0282,0.376,0.00022,0.2269999999999999,0.54,124.506,4.0
5zugYtCWuCpteLtmSzCySV,B & E,Blaze Ya Dead Homie,0.8390000000000001,0.653,-6.466,0,0.0841,0.0198,0.0116,0.25,0.773,116.999,4.0
2YPAbiHsU8x73rvEBHmi3d,Ndipeiwo Chikomborero,John Chibadura & The Temo Brothers,0.7170000000000001,0.698,-8.093,1,0.0306,0.44,3.06e-05,0.275,0.8079999999999999,117.209,4.0
1cnVS1JkkpliiGU1gqsTml,Pt. VIII,Species Being,0.292,0.418,-17.153,1,0.0751,0.601,0.932,0.521,0.036,125.233,5.0
1SP0VwgKrw56AMIoqh2QeG,Afternoon Lull,Signal Hill,0.411,0.165,-17.274,1,0.0284,0.986,0.8959999999999999,0.0457,0.0437,72.104,4.0
40nGKtW3FAvFp4XmjAI8Gm,Walking Thru the Park,House of Large Sizes,0.327,0.853,-6.749,1,0.0332,0.000327,0.136,0.0821,0.6,160.99,4.0
2XlP76bUQxMHlfMlH6sRRT,Sir Greendown,Janelle Monáe,0.324,0.389,-15.442,1,0.0306,0.469,0.8140000000000001,0.172,0.346,99.404,4.0
2rOIwGrq4i6D4Lh3CsmdN0,The Gun,Lou Reed,0.489,0.422,-10.68,1,0.0321,0.905,0.00628,0.0754,0.235,127.948,4.0
57VfneTl16b7f7NAsd4IsG,I Can't Do This,Plumb,0.395,0.916,-4.205,0,0.0875,0.00733,6.47e-06,0.1,0.123,169.995,4.0
6IeqSvaGID3W0jGBu0r6rH,Paper Pings,Steve Savitzky,0.514,0.0954,-18.764,1,0.0367,0.955,0.0393,0.109,0.319,126.687,4.0
5HGzZSCZNiUYjVUnEJ1byl,"Armide: Act III Scene 3: Venez, Haine implacable (Armide)","Jean-Baptiste Lully', 'Stephanie Houtzeel', 'Robert Getchell', 'François Loup', 'William Sharp', 'Ann Monoyios', 'Miriam Dubrow', 'Tony Boutté', 'Darren Perry', 'Adria McCulloch', 'Tara McCredie', 'Opera Lafayette Chorus', 'Opera Lafayette Orchestra', 'Ryan Brown",0.452,0.109,-23.717,1,0.0409999999999999,0.972,7.340000000000001e-05,0.348,0.626,116.603,4.0
1VkE6MBS5tiS6gJ8LYIPt0,"Vows Exchanged/Talon on the Cross/The Rebellion Begins (From the Original Soundtrack to ""The Sword and The Sorcerer"")",David Whitaker,0.272,0.261,-14.253,1,0.0362,0.87,0.725,0.181,0.0907,117.663,4.0
6cocSjSsL6OhIb4WHI1onn,My Moonlight Memories Of You,Barry Manilow,0.5670000000000001,0.327,-15.291,1,0.0342,0.421,0.0,0.235,0.273,109.618,4.0
2uIAp5pmTf8uAiv1UPwEVw,Lafferty's,Wild Asparagus,0.575,0.271,-16.457,0,0.045,0.7909999999999999,0.551,0.257,0.911,111.879,4.0
5Kre9QbtLgcUNrZ7BNaVk1,My Happiness,The Stylistics,0.487,0.68,-8.719,1,0.05,0.1639999999999999,0.0,0.252,0.703,199.599,4.0
6J9OeuuVsTbhMHVXc7BsYf,Molly,Friends of Lizzy,0.488,0.68,-6.972,1,0.0365,0.00293,0.000533,0.102,0.25,119.974,4.0
4nFUUQUSYpbmQKVfRYPKtL,I Wanna (feat. DJ Quik),"Dwele', 'DJ Quik",0.848,0.526,-7.359,1,0.297,0.0207,0.0,0.23,0.679,102.941,4.0
190W4QZFTC8BLlPWwQniGY,Bad News,"People Like Us', 'Wobbly",0.49,0.54,-10.104,1,0.273,0.324,6.4e-06,0.384,0.471,120.587,4.0
0qYzG2WYknF6Axyx0ipPnl,Bring Me Home,James Evans,0.345,0.0275,-19.636,1,0.0438,0.909,0.86,0.115,0.0742,77.654,3.0
3ZJyenvYnS3uSo9zXvrYhF,Meu Bem Querer,Will Downing,0.649,0.416,-10.997,1,0.0252,0.498,0.0386,0.0816,0.139,81.992,4.0
7LVHfCoVm7cc7t3ob1qvyj,Conversations: VI. Carillon: Allegro commodo,"William Alwyn', 'Robert Plane', 'Lucy Gould', 'Sophia Rahman",0.111,0.0255,-24.16800000000001,0,0.0467,0.908,0.0545,0.1889999999999999,0.0359,74.972,4.0
7oSQe87iNpVrnrRXfAuYis,The Charm Song,Momus,0.664,0.256,-22.619,1,0.0415,0.741,0.741,0.105,0.562,122.91,4.0
4IeuLKOEJ3de50UCoBxBXv,Son of God,Tim Eriksen,0.5820000000000001,0.0839,-11.919,1,0.0927,0.8759999999999999,0.0,0.1639999999999999,0.3389999999999999,82.175,3.0
3TF2HvRsNpltWnRfgKmg8R,A Man Was Born,Moira Smiley,0.305,0.0236,-20.61,1,0.0431,0.975,2.9100000000000013e-05,0.1119999999999999,0.345,87.845,3.0
4CJILR9gRuZOLSoRorPvGI,"La Corte de Granada, Fantasia morisca: IV. Final","Ruperto Chapí', 'Madrid Community Orchestra', 'José Ramón Encinar",0.256,0.26,-15.519,1,0.0419,0.911,0.841,0.12,0.0772,134.832,4.0
22ipKA0c5fOn4USkmxIlWQ,Monster Jellyfish - English Version,Shonen Knife,0.346,0.89,-3.573,1,0.0679,1.18e-05,0.1939999999999999,0.0788,0.391,155.131,4.0
44KCu0cY5QnVqtQr6JWI4P,"Tonight, Tonight",Mellokings,0.509,0.4029999999999999,-10.136,1,0.0334,0.6729999999999999,0.0,0.114,0.71,74.782,4.0
034alImNcR5hRGvozjMDvj,(F) Lute,Slav De Hren,0.6629999999999999,0.5429999999999999,-8.702,1,0.0296,0.845,0.0099099999999999,0.11,0.9,131.566,4.0
6N7djQPunsNoHvRcxEZorv,Swing Low Sweet Chariot,Drongomala,0.4970000000000001,0.293,-14.839,1,0.0593,0.642,5.520000000000003e-05,0.201,0.3879999999999999,160.533,4.0
1c6W8J4tSzQUOD4o2EDSpE,Du wirst weinen,Roland Kaiser,0.585,0.675,-7.43,1,0.0283,0.701,0.0,0.0728,0.636,86.65799999999999,4.0
0CHLcEFOaDKF7v4ZwV6jaj,Cathedral,Deuter,0.282,0.0799,-19.77,1,0.0518,0.985,0.98,0.0836,0.0779,85.93700000000004,4.0
74jiKHpoxwsNIkM3VjdkC9,Mi Vida Sin Ti,La Oreja de Van Gogh,0.752,0.6609999999999999,-3.919,0,0.0293,0.128,0.0,0.289,0.528,114.857,4.0
1FgOAGSvqr9VusEWNcyQY0,All Me (feat. Chris Brown),"Lyrica Anderson', 'Chris Brown",0.654,0.701,-5.535,0,0.0545,0.0107,0.0,0.2189999999999999,0.271,145.025,4.0
13axiA9G3FKtu0fRlsCA1d,The Chipmunk Song (Live),Voice Male,0.5920000000000001,0.8370000000000001,-6.709,1,0.1969999999999999,0.424,0.000509,0.701,0.966,84.38799999999998,4.0
4jeEfFkLraJ195euzULjP1,Freestyle Demolition (feat. Droopy Dog),The Legion,0.481,0.794,-5.165,1,0.406,0.107,0.0019,0.105,0.455,82.036,4.0
15dFpWVRh5Cy1BASk5fdin,"Violin Concerto No. 1: Adagio espressivo e rubato - Andante con moto, poco teneramente","Alan Rawsthorne', 'Rebecca Hirsch', 'BBC Scottish Symphony Orchestra', 'Lionel Friend",0.123,0.0463,-27.304,1,0.05,0.965,0.242,0.083,0.032,86.93299999999998,4.0
7DYwS4Y8ZvZ33HzCIUNtu8,A Lasting Embrace,Patrick Yandall,0.6970000000000001,0.447,-12.892,0,0.039,0.831,0.45,0.103,0.551,150.45600000000005,4.0
77oN52yLWiXPJnSY50idJ0,Tables and Chairs,Andrew Bird,0.531,0.522,-9.298,1,0.033,0.655,0.0179,0.126,0.294,140.031,4.0
5mBQmSdEwUYGTfDa04FKCi,Lying On the Sun,Shotgun Hustler,0.245,0.7490000000000001,-4.71,1,0.0809,0.0247,0.0013599999999999,0.0629,0.568,162.882,4.0
3UDsSKAC1K9ziPI0EAgN5d,John Bates,Kissinger,0.3329999999999999,0.825,-7.449,1,0.0579,0.0121,4.63e-05,0.211,0.6629999999999999,156.381,4.0
5Hhcp57LkoQnTfK7q4j472,Up Underhill Lane,Dan Gibson's Solitudes,0.345,0.364,-16.688,1,0.103,0.924,0.0175,0.488,0.271,88.461,4.0
0S8MIwVi6kNAy95HNOmoWQ,Blues My Naughty Sweetie Gives to Me,Alex Pangman & Her Alleycats,0.6,0.7959999999999999,-5.846,0,0.0941,0.16,0.7509999999999999,0.965,0.718,119.898,4.0
5GW97dX1VfhPhLvXyMGaSk,Go On,"Snoop Dogg', 'October London",0.82,0.83,-2.8,0,0.233,0.168,1.94e-05,0.259,0.762,106.031,4.0
4w1cH4yMPyJkOxdkSp14eG,Daniel Kelly (arr. C. Norman),"Turlough O'Carolan"", 'Chris Norman', 'Chatham Baroque",0.5770000000000001,0.0347,-23.257,1,0.0411,0.944,0.107,0.206,0.4920000000000001,129.571,4.0
4LfjCEo6lgAr8w4KWC6CxN,Something Cool,Cory Jamison,0.4529999999999999,0.0488,-14.795,1,0.103,0.96,0.0,0.163,0.147,168.22299999999996,5.0
5YhXroTx2g1D6LcovPiQVL,Cello Sonata in E Major: II. Allegro vivo,"François Francoeur', 'Zuill Bailey', 'Simone Dinnerstein",0.428,0.307,-19.106,1,0.0375,0.994,0.877,0.1169999999999999,0.963,165.852,4.0
4F05Pc9J6BqGZrARi7qa82,Mirasol,Columbia River Group Entertainment,0.396,0.275,-17.357,0,0.0398,0.778,0.0636,0.913,0.182,129.219,4.0
1pfAKbPNp5qSZLJ8sgzfn2,Wendigo Chases Miles,Michelle DiBucci,0.242,0.221,-18.007,1,0.0419,0.176,0.895,0.196,0.032,104.469,3.0
54MJrIMMXmXnIYdTUUsjyc,S-7 String,Denise Mangiardi,0.579,0.4,-12.085,1,0.0355,0.64,3.74e-05,0.0946,0.39,123.444,3.0
1NNfq4ckUk5Io9LAMXtLsS,"Piano Concerto No. 12 in A Major, K. 414 (version for piano and string quartet): II. Andante","Wolfgang Amadeus Mozart', 'Janina Fialkowska', 'Chamber Players of Canada",0.34,0.0216,-27.395,1,0.0415,0.958,0.8540000000000001,0.102,0.0824,99.206,4.0
2rsrSzHcl0dmBzJO25Op0K,"Spoken Commentary: Sunrise, Sunset (Bonus Track)",Sheldon Harnick,0.6829999999999999,0.159,-24.083,1,0.939,0.928,0.0,0.163,0.621,141.666,4.0
3uQnQH9vgJBf9sq1t95RQz,It's You,Hookslide,0.605,0.718,-7.752000000000002,1,0.04,0.217,0.0,0.0887,0.7020000000000001,102.05,4.0
3meyIqMEpzQoQ1TD5vBVqE,Velocity,Christine Havrilla,0.478,0.7829999999999999,-5.176,1,0.0315,0.0868,0.0,0.0855,0.564,165.065,4.0
3WjAO8Lg53lBbiVDn45Taq,Sunrise at Guilin,Guan Guo Sheng,0.263,0.0911,-18.495,0,0.0389,0.983,0.926,0.142,0.146,123.794,4.0
6f3upAVrzO252xY6STt8sy,So Small,Evalyn Parry,0.667,0.2019999999999999,-13.191,1,0.7190000000000001,0.892,0.0,0.288,0.358,76.575,4.0
2kEPRyo3fUb5ETQ5xHhFPX,"Sonata No. 1 in G Minor, BWV 1001 (arr. N. Goluses): III. Siciliana","Nicholas Goluses', 'Johann Sebastian Bach",0.434,0.0496,-25.31900000000001,0,0.0575,0.993,0.949,0.103,0.319,64.942,3.0
4bMkVxjxCKSNjeKrSYaiyy,Fools Like You,Mark Isham,0.13,0.2269999999999999,-20.745,0,0.0448,0.557,0.94,0.079,0.0301,70.446,3.0
4biIKaUGkhN1BIlGk9UXh9,Marikéro,Montreal Guitar Trio,0.622,0.472,-6.596,1,0.0459,0.78,1.18e-06,0.102,0.4579999999999999,179.93900000000005,4.0
3Y6b6E1jZ4VYsyzBDZmxhU,Zhong Hua Liu Ban,Ming-yuan Liu,0.1689999999999999,0.0516,-24.585,0,0.0529,0.976,0.904,0.1159999999999999,0.564,53.34,4.0
5n5IZmFUTpcred76ylt8tJ,Te Propongo,Sandro,0.389,0.498,-10.837,0,0.057,0.527,6.56e-06,0.515,0.226,86.64399999999998,4.0
5KLL2cFMWNfj0MxLPJr0ku,Dirge For November,String Tribute Players,0.3720000000000001,0.349,-7.926,0,0.0331,0.905,0.3229999999999999,0.223,0.2319999999999999,150.015,3.0
5j50gF16ykcGKayIX98p3c,Summer,"Compadres', 'James Keelaghan', 'Oscar Lopez",0.629,0.361,-14.550999999999998,1,0.0334,0.787,5.81e-06,0.104,0.7829999999999999,129.47899999999998,4.0
1YIigdxzSpHevSzH6YKKDV,Out For Kicks,Super XX Man,0.429,0.243,-10.168,1,0.0384,0.845,0.0001159999999999,0.0802,0.177,126.582,4.0
6arWXPdFCbNYpS0j0w5f9E,Sweet Rebecca,David Allan Coe,0.471,0.807,-8.494,1,0.039,0.00921,0.0,0.293,0.716,95.267,4.0
6prKeiPCjOV6qHZwUfMBgc,Save Your Life,Craig Marshall,0.534,0.5489999999999999,-7.412000000000001,1,0.042,0.1159999999999999,0.0194,0.0668,0.764,121.959,4.0
56ErWGOOOGkhPYdGRzmVqc,Wake Up,Boy,0.536,0.525,-6.075,1,0.0263,0.33,0.0,0.7,0.547,71.183,4.0
16dTcp6dokMKhm1Guz9K2W,Black Mirror,Arcade Fire,0.526,0.83,-9.727,0,0.038,0.0618,0.3979999999999999,0.1119999999999999,0.187,124.051,4.0
1P6cgBABiVkza4vuTCVVCo,Banwmenlanmou (Give Me Love),Rara Machine,0.7290000000000001,0.677,-11.498,1,0.0308,0.634,0.00774,0.0468,0.926,102.305,4.0
54mw2TkgVkspMhMO8wLywH,My Blues,"Craig Bailey, Tim Armacost & Brooklyn Big Band",0.3829999999999999,0.409,-8.615,1,0.0388,0.672,0.262,0.6859999999999999,0.4379999999999999,169.05200000000005,3.0
6gPfGF2If95vviJsh75veC,Isn't It A Pity,Spider Saloff,0.3979999999999999,0.0537,-18.78,1,0.0469,0.919,5.400000000000001e-05,0.119,0.128,165.985,3.0
5JyIZG1WJfHWOqJrKatSnt,We Love You (with J Moss),"Byron Cage', 'J Moss",0.512,0.977,-3.579,1,0.351,0.214,0.0,0.386,0.405,107.034,4.0
6G0htgOufxIlVPecYXUtXO,Bubbles Of Gold,Li'l Cap'n Travis,0.46,0.278,-15.28,1,0.596,0.78,8.66e-06,0.949,0.897,140.202,4.0
5QwktQA0iLV5BFt0WwKy0E,Jump Rope (Z),Kristin Mooney,0.295,0.0381,-31.363000000000003,0,0.0423,0.907,0.107,0.785,0.0398,125.474,3.0
69MKcrQGh97M2K488X2T6e,Hydro Weed,Frayser Boy,0.954,0.6609999999999999,-7.229,1,0.0632,0.0369,2.2e-05,0.34,0.942,135.953,4.0
0uUY54j69rmPiDg7DSYBkc,Fresh Blood,Alice Cooper,0.612,0.476,-10.43,0,0.0434,0.142,0.000643,0.153,0.773,175.859,4.0
2qSTF4P2whG1dEoKfuQ9TG,We Do,Mordacious,0.555,0.984,-5.97,1,0.0385,0.0003799999999999,0.677,0.362,0.357,115.014,4.0
1tIKiAGKvs54PLOkQ7I3qF,Two Pieces For Two Pianos: II,"Morton Feldman', 'Edwin Hymovitz', 'David Tudor",0.728,0.00141,-37.935,1,0.7290000000000001,0.893,1.11e-05,0.131,0.5660000000000001,53.096,4.0
5K8wViYMc2kzvzxMNkTWIE,Fugue,"Franz Xaver Murschhauser', 'Joseph Payne",0.259,0.165,-24.611,0,0.0396,0.981,0.879,0.214,0.3720000000000001,70.781,4.0
6DK9VjAIk1PlNWlyWHmXSD,Bones Crackin' In,Alialujah Choir,0.5489999999999999,0.428,-9.509,1,0.0306,0.556,0.00712,0.12,0.314,140.418,4.0
6Nu15TZIKtMeX8yxcMJQi6,Something Came over Me - Acoustic Version,Chris Stamey,0.308,0.222,-17.480999999999998,1,0.0264,0.3779999999999999,0.00156,0.138,0.24,100.007,4.0
6N8XASbjfUEARBPymQGijH,It Takes Time,"Nicolay', 'Kay",0.547,0.599,-5.619,1,0.258,0.14,0.0,0.0741,0.845,95.26,4.0
61msjhxrpMVx9DWSSv0rRy,I Love The English Ladies,Ned Evett,0.318,0.66,-9.91,1,0.0508,0.55,8.48e-05,0.108,0.426,130.89600000000002,4.0
04jYN1ZUcf4Kv5MdnZT5We,So Ignorant,"Yukmouth', 'Kurupt', 'Kokane', 'Nate Dogg",0.489,0.862,-5.415,1,0.292,0.0361,0.0,0.238,0.465,92.106,4.0
2YRBfGhqK0mp7dmf1sXRYi,"Il Trionfo del Tempo e della Verita (The Triumph of Time and Truth), HWV 46b: Part l: Aria: Fido specchio, in te vagheggio (Bellezza)","George Frideric Handel', 'Claron McFadden', 'Elisabeth Scholl', 'Nicholas Hariades', 'Peer Abilgaard', 'Junge Kantorei', 'Barockorchester Frankfurt', 'Joachim Carlos Martini",0.304,0.0586,-24.861,0,0.0572,0.867,0.0001139999999999,0.267,0.102,101.07,4.0
1DokTmjRZ5nGTkj95HtGLu,Sommerherzen (Yeah! Yeah Yeah!),City,0.6579999999999999,0.629,-7.505,1,0.03,0.19,2.48e-05,0.17,0.706,89.99600000000002,4.0
3Ile66XVN25IOBJDHO0aQR,Don't Need a Reason,Bootleggers,0.6890000000000001,0.38,-11.943,1,0.271,0.252,0.000156,0.0929,0.8140000000000001,173.917,4.0
1Bm6TaBe2VjiJ6yb3fNwtT,Space Calling,Carl Cox,0.726,0.868,-8.177999999999999,1,0.0365,0.0121,0.961,0.0748,0.883,129.764,4.0
01BJmFJU85NQL7lOZMNeJK,Look At The People,Marion Williams,0.575,0.138,-11.303,1,0.24,0.936,0.0,0.286,0.3339999999999999,74.05199999999998,5.0
4ePusoWJbKkzhTsJjldpkN,1/2,Cledus T. Judd,0.66,0.81,-6.928999999999999,1,0.0509,0.0296,0.0,0.127,0.484,128.174,4.0
53e36UNxTf0qiy9lSfhfp8,I Like That Feeling,Chris Ardoin & Double Clutchin',0.467,0.865,-6.63,1,0.0499,0.037,0.000905,0.0998,0.921,185.808,4.0
4ocMI5u5H8TauChOp8Sifi,We Are The Company We Keep,Fordirelifesake,0.226,0.961,-6.178999999999999,1,0.252,0.00475,1.03e-06,0.198,0.231,178.27,4.0
6pfAI5shNThQqsEJdmJUwf,El album de Cecilia: No. 3. Cancion del hada rubia (Song of the Golden-Haired Fairy),"Joaquín Rodrigo', 'Artur Pizarro",0.512,0.00482,-38.648,1,0.0579,0.996,0.879,0.0587,0.296,125.187,3.0
5E6bJ17IYwaFIpojCjQKuu,Daily Routine,Insight,0.6659999999999999,0.7170000000000001,-7.2120000000000015,1,0.3670000000000001,0.0154,0.0,0.246,0.708,94.101,4.0
4rHFoNpLbLyx4Hxh7PEDpH,Escarpment Trails,Dan Gibson's Solitudes,0.419,0.181,-20.375,1,0.0483,0.959,0.0356,0.221,0.119,108.38,4.0
41EDOoL3aXXLmijGT93uhk,Torment,Soulscape,0.5379999999999999,0.932,-7.4460000000000015,0,0.0336,0.000462,0.0844,0.0904,0.362,110.003,4.0
6HVtZDuhHULaWtI6h0W7RB,Was,Voldy Moyo,0.732,0.375,-13.441,1,0.141,0.0162,0.0557,0.29,0.245,130.054,4.0
6T6gDmcV3iKz35O2j7VOFV,Blinded - Live,Eric's Trip,0.2019999999999999,0.84,-8.612,0,0.0643,0.0408,0.484,0.5529999999999999,0.192,102.956,4.0
0fMHkF0rK5cF2IjMJ0Ifqk,Sesso Yes,Rocker-T,0.792,0.659,-8.795,1,0.201,0.00205,1.16e-06,0.254,0.605,176.115,4.0
1IqOSzpdvlOoWJegcd87T6,"In ténebras exteriores, BVN 334: No. 4, Kom i hu at du har fået dit gode","Mats Bergström', 'Georg Riedel",0.0965,0.318,-14.186,1,0.0332,0.421,0.865,0.102,0.186,84.307,4.0
7sb0yuUfMYbhqYiOsSxmDh,Keep Calling My Baby,Sahara Hotnights,0.625,0.867,-2.5380000000000003,1,0.0269,0.0422,7.329999999999999e-05,0.206,0.901,135.109,4.0
5b5QPl9Mn9XfzlIl4PSCrM,The Song of Mourning,Arcana,0.281,0.332,-10.412,0,0.0317,0.0726,0.6990000000000001,0.0887,0.0435,80.033,4.0
1VOldI77XsCBAlm0lMI8B5,Dirty World News,Circus Devils,0.377,0.715,-7.566,1,0.039,0.406,0.000748,0.166,0.466,207.072,4.0
2jBP89Xta8UF2NgZh8AjLj,You,Last Train Home,0.619,0.37,-5.8729999999999976,1,0.0281,0.289,0.0031,0.11,0.3929999999999999,110.84,4.0
3SPPLQL06tdMvVad9cZN6p,Toman Teti M'Ba Akala,Sierra Leone's Refugee All Stars,0.62,0.789,-11.912,0,0.0722,0.473,0.019,0.0993,0.633,152.748,4.0
2q5ZYJdZ4z1QE4V9kuNGhw,Turncoat,Trophy Wife,0.344,0.912,-5.309,1,0.0434,0.000575,0.0014,0.105,0.0859,78.343,4.0
1Ju4TuCL8kqKlJTukXDiR3,Homeless for the Night,"Traitors', 'Matt Skiba', 'Todd Pot",0.361,0.996,-4.46,1,0.071,0.00233,0.262,0.122,0.818,93.826,4.0
7EBTnuz2maOIddgi3XA9QZ,La Maraca,Sonámbulo,0.407,0.947,-3.78,1,0.206,0.0224,0.0,0.0727,0.8240000000000001,175.92700000000005,4.0
